  101.2500   26.5000    5.0000    3.0411
  101.2500   26.2500    5.0000    3.0056
  101.2500   26.0000    5.0000    2.9698
  101.2500   25.7500    5.0000    2.9977
  101.2500   25.5000    5.0000    3.0443
  101.2500   25.2500    5.0000    3.0925
  101.2500   25.0000    5.0000    3.1037
  101.2500   24.7500    5.0000    3.1165
  101.2500   24.5000    5.0000    3.0806
  101.2500   24.2500    5.0000    3.0417
  101.2500   24.0000    5.0000    3.0041
  101.2500   23.7500    5.0000    3.0023
  101.2500   23.5000    5.0000    3.0108
  101.2500   23.2500    5.0000    3.0390
  101.5000   26.5000    5.0000    3.0052
  101.5000   26.2500    5.0000    2.8884
  101.5000   26.0000    5.0000    2.7881
  101.5000   25.7500    5.0000    2.8224
  101.5000   25.5000    5.0000    2.9767
  101.5000   25.2500    5.0000    3.1798
  101.5000   25.0000    5.0000    3.2955
  101.5000   24.7500    5.0000    3.3030
  101.5000   24.5000    5.0000    3.1658
  101.5000   24.2500    5.0000    2.9701
  101.5000   24.0000    5.0000    2.8114
  101.5000   23.7500    5.0000    2.7932
  101.5000   23.5000    5.0000    2.8951
  101.5000   23.2500    5.0000    3.0140
  101.7500   26.5000    5.0000    3.0256
  101.7500   26.2500    5.0000    2.8786
  101.7500   26.0000    5.0000    2.7403
  101.7500   25.7500    5.0000    2.7651
  101.7500   25.5000    5.0000    2.9411
  101.7500   25.2500    5.0000    3.2037
  101.7500   25.0000    5.0000    3.3731
  101.7500   24.7500    5.0000    3.3656
  101.7500   24.5000    5.0000    3.1850
  101.7500   24.2500    5.0000    2.9291
  101.7500   24.0000    5.0000    2.7516
  101.7500   23.7500    5.0000    2.7422
  101.7500   23.5000    5.0000    2.8791
  101.7500   23.2500    5.0000    3.0276
  102.0000   26.5000    5.0000    3.0131
  102.0000   26.2500    5.0000    2.8898
  102.0000   26.0000    5.0000    2.7570
  102.0000   25.7500    5.0000    2.7948
  102.0000   25.5000    5.0000    2.9628
  102.0000   25.2500    5.0000    3.1947
  102.0000   25.0000    5.0000    3.3396
  102.0000   24.7500    5.0000    3.3327
  102.0000   24.5000    5.0000    3.1829
  102.0000   24.2500    5.0000    2.9522
  102.0000   24.0000    5.0000    2.7874
  102.0000   23.7500    5.0000    2.7645
  102.0000   23.5000    5.0000    2.9002
  102.0000   23.2500    5.0000    3.0513
  102.2500   26.5000    5.0000    2.9941
  102.2500   26.2500    5.0000    2.8825
  102.2500   26.0000    5.0000    2.7461
  102.2500   25.7500    5.0000    2.7796
  102.2500   25.5000    5.0000    2.9507
  102.2500   25.2500    5.0000    3.2006
  102.2500   25.0000    5.0000    3.3452
  102.2500   24.7500    5.0000    3.3435
  102.2500   24.5000    5.0000    3.1896
  102.2500   24.2500    5.0000    2.9396
  102.2500   24.0000    5.0000    2.7699
  102.2500   23.7500    5.0000    2.7485
  102.2500   23.5000    5.0000    2.8803
  102.2500   23.2500    5.0000    3.0448
  102.5000   26.5000    5.0000    3.0307
  102.5000   26.2500    5.0000    2.8854
  102.5000   26.0000    5.0000    2.7466
  102.5000   25.7500    5.0000    2.7865
  102.5000   25.5000    5.0000    2.9480
  102.5000   25.2500    5.0000    3.2043
  102.5000   25.0000    5.0000    3.3466
  102.5000   24.7500    5.0000    3.3443
  102.5000   24.5000    5.0000    3.1904
  102.5000   24.2500    5.0000    2.9392
  102.5000   24.0000    5.0000    2.7788
  102.5000   23.7500    5.0000    2.7569
  102.5000   23.5000    5.0000    2.8693
  102.5000   23.2500    5.0000    3.0394
  102.7500   26.5000    5.0000    2.9982
  102.7500   26.2500    5.0000    2.8819
  102.7500   26.0000    5.0000    2.7439
  102.7500   25.7500    5.0000    2.7849
  102.7500   25.5000    5.0000    2.9460
  102.7500   25.2500    5.0000    3.2059
  102.7500   25.0000    5.0000    3.3457
  102.7500   24.7500    5.0000    3.3405
  102.7500   24.5000    5.0000    3.1932
  102.7500   24.2500    5.0000    2.9368
  102.7500   24.0000    5.0000    2.7705
  102.7500   23.7500    5.0000    2.7504
  102.7500   23.5000    5.0000    2.8782
  102.7500   23.2500    5.0000    3.0498
  103.0000   26.5000    5.0000    3.0036
  103.0000   26.2500    5.0000    2.8824
  103.0000   26.0000    5.0000    2.7441
  103.0000   25.7500    5.0000    2.7834
  103.0000   25.5000    5.0000    2.9455
  103.0000   25.2500    5.0000    3.2059
  103.0000   25.0000    5.0000    3.3458
  103.0000   24.7500    5.0000    3.3406
  103.0000   24.5000    5.0000    3.1958
  103.0000   24.2500    5.0000    2.9364
  103.0000   24.0000    5.0000    2.7728
  103.0000   23.7500    5.0000    2.7551
  103.0000   23.5000    5.0000    2.8815
  103.0000   23.2500    5.0000    3.0513
  103.2500   26.5000    5.0000    3.0399
  103.2500   26.2500    5.0000    2.8801
  103.2500   26.0000    5.0000    2.7459
  103.2500   25.7500    5.0000    2.7868
  103.2500   25.5000    5.0000    2.9484
  103.2500   25.2500    5.0000    3.2048
  103.2500   25.0000    5.0000    3.3482
  103.2500   24.7500    5.0000    3.3415
  103.2500   24.5000    5.0000    3.1925
  103.2500   24.2500    5.0000    2.9390
  103.2500   24.0000    5.0000    2.7813
  103.2500   23.7500    5.0000    2.7583
  103.2500   23.5000    5.0000    2.8649
  103.2500   23.2500    5.0000    3.0384
  103.5000   26.5000    5.0000    3.0486
  103.5000   26.2500    5.0000    2.8755
  103.5000   26.0000    5.0000    2.7431
  103.5000   25.7500    5.0000    2.7803
  103.5000   25.5000    5.0000    2.9510
  103.5000   25.2500    5.0000    3.2000
  103.5000   25.0000    5.0000    3.3467
  103.5000   24.7500    5.0000    3.3403
  103.5000   24.5000    5.0000    3.1899
  103.5000   24.2500    5.0000    2.9400
  103.5000   24.0000    5.0000    2.7709
  103.5000   23.7500    5.0000    2.7545
  103.5000   23.5000    5.0000    2.8780
  103.5000   23.2500    5.0000    3.0435
  103.7500   26.5000    5.0000    3.0389
  103.7500   26.2500    5.0000    2.8839
  103.7500   26.0000    5.0000    2.7575
  103.7500   25.7500    5.0000    2.7939
  103.7500   25.5000    5.0000    2.9619
  103.7500   25.2500    5.0000    3.1942
  103.7500   25.0000    5.0000    3.3413
  103.7500   24.7500    5.0000    3.3328
